segment_idx,visible_edges
130,"175,184;183,184;183,192;184,175;184,183;184,191;184,192;184,201;190,192;191,184;191,192;192,183;192,184;192,190;192,191;192,200;192,201;192,202;192,209;200,192;201,184;201,192;202,192;209,192"
131,"162,183;174,183;175,183;175,184;175,191;183,162;183,174;183,175;183,184;183,190;183,191;183,192;183,200;184,175;184,183;184,191;184,192;184,201;190,183;191,175;191,183;191,184;192,183;192,184;200,183;201,184"
132,"161,175;162,175;162,183;173,175;174,175;174,183;175,161;175,162;175,173;175,174;175,183;175,184;175,191;183,162;183,174;183,175;183,184;183,190;183,191;183,192;183,200;184,175;184,183;184,191;190,183;191,175;191,183;191,184;192,183;200,183"
133,"161,175;162,175;162,183;173,175;174,175;175,161;175,162;175,173;175,174;175,183;175,184;175,191;183,162;183,175;183,184;184,175;184,183;191,175"
134,"160,162;161,162;161,175;162,160;162,161;162,174;162,175;162,183;173,175;174,162;174,175;175,161;175,162;175,173;175,174;175,183;175,184;175,191;183,162;183,175;184,175;191,175"
135,"149,162;160,162;161,162;161,175;162,149;162,160;162,161;162,174;162,175;162,183;173,175;174,162;174,175;175,161;175,162;175,173;175,174;175,183;175,184;175,191;183,162;183,175;184,175;191,175"
136,"137,161;148,161;149,161;149,162;149,174;159,161;160,161;160,162;161,137;161,148;161,149;161,159;161,160;161,162;161,173;161,174;161,175;162,149;162,160;162,161;162,174;173,161;174,149;174,161;174,162;175,161"
137,"126,149;136,149;137,149;137,161;147,149;148,149;148,161;149,126;149,136;149,137;149,147;149,148;149,160;149,161;149,162;149,174;159,161;160,149;160,161;160,162;161,137;161,148;161,149;161,159;161,160;161,162;161,173;161,174;161,175;162,149;162,160;162,161;173,161;174,149;174,161;175,161"
138,"126,149;136,149;137,148;137,149;137,161;147,149;148,137;148,149;149,126;149,136;149,137;149,147;149,148;149,160;149,161;149,162;149,174;160,149;161,137;161,149;162,149;174,149"
139,"111,137;126,136;126,137;126,149;135,137;136,137;136,149;137,111;137,125;137,126;137,127;137,135;137,136;137,148;137,149;137,161;147,149;148,137;148,149;149,126;149,136;149,137;149,147;149,148;149,160;149,161;149,162;149,174;160,149;161,137;161,149;162,149;174,149"
