segment_idx,visible_edges
84,"104,124;105,125;116,124;117,124;117,125;117,133;118,124;118,125;118,134;119,125;124,104;124,116;124,117;124,118;124,125;124,126;124,133;124,134;124,143;125,105;125,117;125,118;125,119;125,124;125,126;125,133;125,134;125,135;125,144;126,124;126,125;126,134;133,117;133,124;133,125;133,134;133,135;134,118;134,124;134,125;134,126;134,133;134,135;134,143;134,144;134,145;134,152;135,125;135,133;135,134;143,124;143,134;144,125;144,134;145,134;152,134"
85,"92,117;93,118;104,117;104,118;104,124;105,117;105,118;105,125;106,118;115,117;116,117;116,118;116,124;117,92;117,103;117,104;117,105;117,115;117,116;117,118;117,119;117,124;117,125;117,133;118,93;118,104;118,105;118,106;118,116;118,117;118,119;118,124;118,125;118,126;118,134;119,117;119,118;119,125;124,104;124,116;124,117;124,118;124,125;124,126;124,133;124,134;124,143;125,105;125,117;125,118;125,119;125,124;125,126;125,133;125,134;125,135;125,144;126,118;126,124;126,125;133,117;133,124;133,125;134,118;134,124;134,125;135,125;143,124;144,125"
86,"79,91;88,90;89,90;89,91;90,88;90,89;90,91;90,92;90,102;90,103;90,115;91,79;91,89;91,90;91,92;91,93;91,102;91,103;91,104;91,116;92,90;92,91;92,103;93,91;102,90;102,91;102,103;102,104;102,115;102,116;103,90;103,91;103,92;103,102;103,104;103,105;103,115;103,116;103,117;104,91;104,102;104,103;105,103;115,90;115,102;115,103;116,91;116,102;116,103;117,103"
87,"88,90;89,90;89,91;90,88;90,89;90,91;90,92;90,102;90,103;90,115;91,89;91,90;91,102;91,103;91,116;92,90;102,90;102,91;102,103;102,104;102,115;102,116;103,90;103,91;103,102;104,102;115,90;115,102;116,91;116,102"
88,"90,102;90,103;90,115;91,102;102,90;102,91;102,103;102,104;102,115;102,116;103,90;103,102;104,102;115,90;115,102;116,102"
89,"87,112;88,113;99,112;100,112;100,113;101,112;101,113;110,112;111,112;111,113;112,87;112,99;112,100;112,101;112,110;112,111;112,113;112,114;113,88;113,100;113,101;113,111;113,112;113,114;113,115;114,112;114,113;115,113"
90,"87,101;88,101;88,113;89,101;99,101;100,101;101,87;101,88;101,89;101,99;101,100;101,112;101,113;101,114;112,101;112,114;113,88;113,101;113,114;113,115;114,101;114,112;114,113;114,115;114,116;115,113;115,114;116,114"
91,"87,101;88,100;88,101;88,113;89,101;99,101;100,88;100,101;100,113;101,87;101,88;101,89;101,99;101,100;101,112;101,113;101,114;111,113;112,101;112,113;112,114;113,88;113,100;113,101;113,111;113,112;113,114;113,115;114,101;114,112;114,113;115,113"
92,"86,100;87,100;87,101;87,112;88,100;88,101;88,113;89,101;98,100;99,100;99,101;100,86;100,87;100,88;100,98;100,99;100,101;100,111;100,112;100,113;101,87;101,88;101,89;101,99;101,100;101,112;101,113;101,114;111,100;111,113;112,87;112,100;112,101;112,113;112,114;113,88;113,100;113,101;113,111;113,112;113,114;113,115;114,101;114,112;114,113;115,113"
93,"101,114;112,114;113,114;113,115;114,101;114,112;114,113;114,115;114,116;115,113;115,114;116,114"
94,"85,87;86,87;86,88;86,99;86,100;86,111;87,85;87,86;87,88;87,89;87,99;87,100;87,101;87,112;88,86;88,87;88,100;88,101;88,113;89,87;98,100;99,86;99,87;99,100;99,101;100,86;100,87;100,88;100,98;100,99;100,101;100,111;100,112;100,113;101,87;101,88;101,99;101,100;111,86;111,100;112,87;112,100;113,88;113,100"
95,"84,86;85,86;85,87;85,99;86,84;86,85;86,87;86,88;86,98;86,99;86,100;86,111;87,85;87,86;87,88;87,89;87,99;87,100;87,101;87,112;88,86;88,87;88,100;89,87;97,99;98,86;98,99;98,100;99,85;99,86;99,87;99,97;99,98;99,100;99,101;99,110;99,111;99,112;100,86;100,87;100,88;100,98;100,99;100,101;100,111;100,112;100,113;101,87;101,99;101,100;110,99;111,86;111,99;111,100;112,87;112,99;112,100"
96,"83,85;84,85;84,86;84,98;85,83;85,84;85,86;85,87;85,97;85,98;85,99;85,110;86,84;86,85;86,87;86,88;86,98;86,99;86,100;86,111;87,85;87,86;87,99;88,86;96,98;97,85;97,98;97,99;98,84;98,85;98,86;98,96;98,97;98,99;98,100;98,109;98,110;98,111;99,85;99,86;99,87;99,97;99,98;99,100;99,101;99,110;99,111;99,112;100,86;100,98;100,99;101,99;110,85;110,98;110,99;111,86;111,98;111,99;112,99"
97,"77,97;83,85;84,85;84,86;84,97;84,98;84,109;85,83;85,84;85,86;85,87;85,97;85,98;85,99;85,110;86,84;86,85;86,98;86,99;86,111;87,85;96,98;97,77;97,84;97,85;97,98;97,99;98,84;98,85;98,86;98,96;98,97;98,99;98,100;98,109;98,110;98,111;99,85;99,86;99,97;99,98;100,98;109,84;109,98;110,85;110,98;111,86;111,98"
