edge_start_node,edge_end_node,visible_segments
104,105,71;72;73;93;94;95;96;97;98
104,106,71;72;73;94;95;96;97;98;99
104,126,71;72;73;94;95;96
104,127,71;72;73;94;95;96
105,68,71;72;73;93;94;95;96;97;98
105,82,26;71;72;73;93;94;95;96;97;98
105,83,71;72;73;93;94;95;96;97;98
105,84,71;72;73;93;94;95;96;97;98;99
105,104,71;72;73;93;94;95;96;97;98
105,106,71;72;73;93;94;95;96;97;98;99
105,107,71;72;73;93;94;95;96;97;98;99;100
105,126,71;72;73;93;94;95;96;97;98
105,127,71;72;73;93;94;95;96;97;98
105,128,71;72;73;93;94;95;96;97;98
105,144,71;72;73;93;94;95;96;97;98
106,83,71;72;73;93;94;95;96;97;98;99
106,84,71;72;73;93;94;95;96;97;98;99
106,85,71;72;73;94;95;96;97;98;99;100
106,104,71;72;73;94;95;96;97;98;99
106,105,71;72;73;93;94;95;96;97;98;99
106,107,71;72;73;94;95;96;97;98;99;100
106,108,71;72;73;94;95;96;97;98;99;100;101;102
106,127,71;72;73;94;95;96;97;98;99
106,128,71;72;73;94;95;96;97;98;99
106,145,68;69;71;72;73;94;95;96;97;98;99
107,84,71;72;73;93;94;95;96;97;98;99;100
107,85,71;94;95;96;97;98;99;100
107,86,71;95;96;97;98;99;100;101;102
107,105,71;72;73;93;94;95;96;97;98;99;100
107,106,71;72;73;94;95;96;97;98;99;100
107,108,71;95;96;97;98;99;100;101;102
107,109,71;95;96;97;98;99;100;101;102
107,128,71;72;73;95;96;97;98;99;100
107,129,71;95;96;97;98;99;100;101
108,85,94;95;96;97;98;99;100;101;102
108,86,96;97;98;99;100;101;102
108,106,71;72;73;94;95;96;97;98;99;100;101;102
108,107,71;95;96;97;98;99;100;101;102
108,109,96;97;98;99;100;101;102
108,110,96;97;98;99;100;101;102
108,129,96;97;98;99;100;101;102
108,130,96;97;98;99;100;101;102
109,86,96;97;98;99;100;101;102
109,107,71;95;96;97;98;99;100;101;102
109,108,96;97;98;99;100;101;102
109,110,97;98;99;100;101;102
109,111,97;98;99;100;101;102;103;104
109,129,97;98;99;100;101;102
109,130,97;98;99;100;101;102
109,131,97;98;99;100;101;102
110,88,98;99;100;101;102;103;104
110,108,96;97;98;99;100;101;102
110,109,97;98;99;100;101;102
110,111,98;99;100;101;102;103;104
110,112,98;99;100;101;102;103;104
110,130,98;99;100;101;102
110,131,98;99;100;101;102
110,132,98;99;100;101;102;103
111,69,99;100;101;103;104
111,88,99;100;101;103;104
111,89,99;100;101;103;104
111,109,97;98;99;100;101;102;103;104
111,110,98;99;100;101;102;103;104
111,112,99;100;101;103;104
111,131,99;100;101;103;104
111,132,99;100;101;103;104
111,133,99;100;101;103;104
112,70,101;103;104
112,88,101;103;104
112,89,101;103;104
112,90,101;103;104
112,110,98;99;100;101;102;103;104
112,111,99;100;101;103;104
112,132,100;101;103;104
112,133,101;103;104
113,91,74;75;77
113,114,74;75;77
113,115,74;75;77;87
113,134,75;77;78
113,135,75;77;78;79
114,91,74;75
114,92,74;75
114,113,74;75;77
114,115,74;75;87
114,116,74;75;87
114,134,74;75;77;78
114,135,74;75;77;78;79
114,147,74;75;76;77;78;79;80
115,91,74;75;87
115,92,74;75;87
115,93,74;75;87
115,113,74;75;77;87
115,114,74;75;87
115,116,74;75;87
115,117,74;75;76;84;87;89
115,135,74;75;77;78;79;87
116,72,74;75;87
116,92,74;75;87
116,93,74;75;87
116,94,74;75;87;89
116,114,74;75;87
116,115,74;75;87
116,117,74;75;76;84;87;89
117,73,74;75;76;84;87;89
117,93,74;75;76;84;87;89
117,94,74;75;76;84;87;89
117,95,74;75;76;84;85;86;87;89
117,115,74;75;76;84;87;89
117,116,74;75;76;84;87;89
118,74,74;84;85;86;89
118,94,74;75;84;85;86;89
118,95,74;75;84;85;86;89
118,96,7;9;10;84;85;86;89
118,119,9;10;84;85;86;89
118,120,9;10;11;12;84;85;86;88;89
118,136,9;10;11;84;85;86;88;89
119,75,7;9;10;84;85;86;89
119,95,9;10;74;75;84;85;86;89
119,96,7;9;10;84;85;86;89
119,97,9;10;11;84;85;86;89
119,118,9;10;84;85;86;89
119,120,9;10;11;12;84;85;86;88;89
119,121,9;10;11;12;84;85;86;89
119,136,9;10;11;84;85;86;88;89
119,137,9;10;11;12;84;85;86;88;89
119,148,9;10;42;43;84;85;86;87;88;89
120,76,6;7;9;10;11;12;85;86;88;89
120,96,7;9;10;11;12;85;86;88;89
120,97,9;10;11;12;85;86;88;89
120,98,9;10;11;12;85;86;88;89
120,118,9;10;11;12;84;85;86;88;89
120,119,9;10;11;12;84;85;86;88;89
120,121,9;10;11;12;85;86;88;89
120,136,9;10;11;12;85;86;88;89
120,137,9;10;11;12;85;86;88;89
120,138,9;10;11;12;39;40;41;85;86;88;89
120,149,9;10;11;12;40;41;42;43;85;86;88;89
121,97,9;10;11;12;85;86
121,98,9;10;11;12;85;86
121,119,9;10;11;12;84;85;86;89
121,120,9;10;11;12;85;86;88;89
121,137,9;10;11;12;85;86;88
121,138,9;10;11;12;39;40;41;85;86
121,139,8;9;10;11;12;37;38;39;40;41;85;86
121,150,9;10;11;12;38;39;40;41;42;43;85;86
122,123,13;14;15;16;17;18;19;29;30;33;36;37
122,124,13;14;15;16;17;18;19;20;28;29;30;32;33;36;37
122,141,13;14;15;16;17;18;30;33;35;36;37;38;39
122,142,13;14;15;16;17;18;30;33;35;36;37;38;39
122,143,13;14;15;16;17;18;29;30;33;36;37;38
123,100,13;14;15;16;18;19;20;21;28;29;30;32;33;36;37
123,122,13;14;15;16;17;18;19;29;30;33;36;37
123,124,13;14;15;16;18;19;20;28;29;30;32;33;36;37
123,125,13;14;15;16;18;19;20;27;28;29;30;32;33;36;37
123,142,13;14;15;16;18;19;29;30;33;35;36;37;38;39
123,143,13;14;15;16;18;19;29;30;33;36;37;38
123,155,13;14;15;16;18;19;29;30;33;36;37
124,100,15;16;18;19;20;21;28;29;30;32;33;36
124,101,15;16;18;19;20;26;27;28;29;30;32;33;36
124,122,13;14;15;16;17;18;19;20;28;29;30;32;33;36;37
124,123,13;14;15;16;18;19;20;28;29;30;32;33;36;37
124,125,15;16;18;19;20;27;28;29;30;32;33;36
124,143,13;14;15;16;18;19;20;28;29;30;32;33;36;37;38
125,78,16;18;19;20;24;26;27;28;29;30;32;33
125,100,15;16;18;19;20;21;27;28;29;30;32;33
125,101,16;18;19;20;26;27;28;29;30;32;33
125,102,16;18;19;20;26;27;28;29;30;32;33
125,123,13;14;15;16;18;19;20;27;28;29;30;32;33;36;37
125,124,15;16;18;19;20;27;28;29;30;32;33;36
126,82,26;71;72;73;94;95;96;97
126,104,71;72;73;94;95;96
126,105,71;72;73;93;94;95;96;97;98
126,127,71;72;73;95;96
126,128,71;72;73;96;97;98
126,144,71;72;73
127,83,71;72;73;93;94;95;96;97;98
127,104,71;72;73;94;95;96
127,105,71;72;73;93;94;95;96;97;98
127,106,71;72;73;94;95;96;97;98;99
127,126,71;72;73;95;96
127,128,71;72;73;95;96;97;98
127,144,71;72;73;95;96
127,145,68;69;71;72;73;95;96
127,158,67;68;69;71;72;73;95;96
128,84,71;72;73;93;94;95;96;97;98;99
128,105,71;72;73;93;94;95;96;97;98
128,106,71;72;73;94;95;96;97;98;99
128,107,71;72;73;95;96;97;98;99;100
128,126,71;72;73;96;97;98
128,127,71;72;73;95;96;97;98
128,144,71;72;73;96;97;98
128,145,68;69;71;72;73;96;97;98
128,159,68;69;71;72;73;96;97;98
129,86,96;97;98;99;100;101;102
129,107,71;95;96;97;98;99;100;101
129,108,96;97;98;99;100;101;102
129,109,97;98;99;100;101;102
129,130,97;98;99;100;101;102
129,131,97;98;99;100;101
130,108,96;97;98;99;100;101;102
130,109,97;98;99;100;101;102
130,110,98;99;100;101;102
130,129,97;98;99;100;101;102
130,131,98;99;100;101;102
130,132,98;99;100;101;102;103
131,109,97;98;99;100;101;102
131,110,98;99;100;101;102
131,111,99;100;101;103;104
131,129,97;98;99;100;101
131,130,98;99;100;101;102
131,132,99;100;101;103
131,133,99;100;101
132,88,100;101;103;104
132,110,98;99;100;101;102;103
132,111,99;100;101;103;104
132,112,100;101;103;104
132,130,98;99;100;101;102;103
132,131,99;100;101;103
132,133,100;101;103
133,89,101;103;104
133,111,99;100;101;103;104
133,112,101;103;104
133,131,99;100;101
133,132,100;101;103
134,113,75;77;78
134,114,74;75;77;78
134,135,75;77;78;79
134,147,75;76;77;78;79;80
135,91,74;75;77;78;79
135,113,75;77;78;79
135,114,74;75;77;78;79
135,115,74;75;77;78;79;87
135,134,75;77;78;79
135,147,75;76;77;78;79;80
135,161,75;76;77;78;79
136,96,7;9;10;11;85;86;88;89
136,118,9;10;11;84;85;86;88;89
136,119,9;10;11;84;85;86;88;89
136,120,9;10;11;12;85;86;88;89
136,137,9;10;11;12;85;86;88;89
136,138,9;10;11;12;39;40;41;85;86;88;89
136,148,9;10;11;42;43;85;86;87;88;89
136,149,9;10;11;40;41;42;43;85;86;88;89
136,164,9;10;11;41;42;43;81;82;83;85;86;87;88;89
137,97,9;10;11;12;85;86;88
137,119,9;10;11;12;84;85;86;88;89
137,120,9;10;11;12;85;86;88;89
137,121,9;10;11;12;85;86;88
137,136,9;10;11;12;85;86;88;89
137,138,9;10;11;12;39;40;41;85;86;88
137,139,8;9;10;11;12;37;38;39;40;41;85;86;88
137,148,9;10;11;12;42;43;85;86;87;88;89
137,149,9;10;11;12;40;41;42;43;85;86;88
137,150,9;10;11;12;38;39;40;41;42;43;85;86;88
137,165,9;10;11;12;40;41;42;43;82;83;85;86;88
138,98,9;10;11;12;39;40;41;85;86
138,120,9;10;11;12;39;40;41;85;86;88;89
138,121,9;10;11;12;39;40;41;85;86
138,136,9;10;11;12;39;40;41;85;86;88;89
138,137,9;10;11;12;39;40;41;85;86;88
138,139,8;9;10;11;12;37;38;39;40;41;85;86
138,149,9;10;11;12;39;40;41;42;43;85;86
138,150,9;10;11;12;38;39;40;41;42;43;85;86
138,151,9;10;11;12;13;14;37;38;39;40;41;42;85;86
138,166,9;10;11;12;38;39;40;41;42;43;85;86
139,121,8;9;10;11;12;37;38;39;40;41;85;86
139,137,8;9;10;11;12;37;38;39;40;41;85;86;88
139,138,8;9;10;11;12;37;38;39;40;41;85;86
139,150,8;9;10;11;12;37;38;39;40;41;42;43;85;86
139,151,8;9;10;11;12;13;14;37;38;39;40;41;42
139,152,8;9;10;11;12;13;14;15;35;36;37;38;39;40;41
139,167,8;9;10;11;12;13;37;38;39;40;41;42;43
140,141,13;14;15;16;17;35;36;37;38;39;40
140,142,13;14;15;16;30;33;35;36;37;38;39;40
140,151,10;11;13;14;15;35;36;37;38;39;40;41;42
140,152,13;14;15;35;36;37;38;39;40;41
140,153,13;14;15;35;36;37;38;39;40
140,168,11;13;14;15;35;36;37;38;39;40;41
141,122,13;14;15;16;17;18;30;33;35;36;37;38;39
141,140,13;14;15;16;17;35;36;37;38;39;40
141,142,13;14;15;16;17;30;33;35;36;37;38;39
141,143,13;14;15;16;17;18;29;30;33;35;36;37;38;39
141,152,13;14;15;16;17;35;36;37;38;39;40;41
141,153,13;14;15;16;17;35;36;37;38;39;40
142,122,13;14;15;16;17;18;30;33;35;36;37;38;39
142,123,13;14;15;16;18;19;29;30;33;35;36;37;38;39
142,140,13;14;15;16;30;33;35;36;37;38;39;40
142,141,13;14;15;16;17;30;33;35;36;37;38;39
142,143,13;14;15;16;18;29;30;33;35;36;37;38;39
142,153,13;14;15;16;30;33;35;36;37;38;39;40
142,155,13;14;15;16;30;33;35;36;37;38;39
143,122,13;14;15;16;17;18;29;30;33;36;37;38
143,123,13;14;15;16;18;19;29;30;33;36;37;38
143,124,13;14;15;16;18;19;20;28;29;30;32;33;36;37;38
143,141,13;14;15;16;17;18;29;30;33;35;36;37;38;39
143,142,13;14;15;16;18;29;30;33;35;36;37;38;39
143,155,13;14;15;16;18;29;30;33;36;37;38
143,156,13;14;15;16;18;29;30;31;33;36;37;38
144,105,71;72;73;93;94;95;96;97;98
144,126,71;72;73
144,127,71;72;73;95;96
144,128,71;72;73;96;97;98
144,145,68;69;71;72;73
144,158,67;68;69;71;72;73
144,159,68;69;71;72;73
144,172,67;68;69;70;71;72;73
145,106,68;69;71;72;73;94;95;96;97;98;99
145,127,68;69;71;72;73;95;96
145,128,68;69;71;72;73;96;97;98
145,144,68;69;71;72;73
145,158,67;68;69;71;72
145,159,68;69;71;72
145,160,68;69;71;72
145,173,68;69;71;72
146,159,68;69;71
146,160,69
147,114,74;75;76;77;78;79;80
147,134,75;76;77;78;79;80
147,135,75;76;77;78;79;80
147,161,76;77;78;79;80
147,162,76;77;78;79;80
148,119,9;10;42;43;84;85;86;87;88;89
148,136,9;10;11;42;43;85;86;87;88;89
148,137,9;10;11;12;42;43;85;86;87;88;89
148,149,10;11;40;41;42;43;85;86;87;88;89
148,150,9;10;11;38;39;40;41;42;43;85;86;87;88;89
148,164,41;42;43;81;82;83;85;86;87;88;89
148,165,11;40;41;42;43;82;83;85;86;87;88;89
148,178,41;42;43;81;82;83;85;86;87;88;89
149,120,9;10;11;12;40;41;42;43;85;86;88;89
149,136,9;10;11;40;41;42;43;85;86;88;89
149,137,9;10;11;12;40;41;42;43;85;86;88
149,138,9;10;11;12;39;40;41;42;43;85;86
149,148,10;11;40;41;42;43;85;86;87;88;89
149,150,9;10;11;38;39;40;41;42;43;85;86
149,151,10;11;13;14;37;38;39;40;41;42;43;85;86
149,164,10;11;40;41;42;43;81;82;83;85;86;87
149,165,10;11;40;41;42;43;82;83;85;86
149,166,10;11;38;39;40;41;42;43;85;86
149,179,10;11;40;41;42;43;82;83;85;86
150,121,9;10;11;12;38;39;40;41;42;43;85;86
150,137,9;10;11;12;38;39;40;41;42;43;85;86;88
150,138,9;10;11;12;38;39;40;41;42;43;85;86
150,139,8;9;10;11;12;37;38;39;40;41;42;43;85;86
150,148,9;10;11;38;39;40;41;42;43;85;86;87;88;89
150,149,9;10;11;38;39;40;41;42;43;85;86
150,151,9;10;11;13;14;37;38;39;40;41;42;43;85;86
150,152,9;10;11;13;14;15;35;36;37;38;39;40;41;42;43;85;86
150,165,9;10;11;38;39;40;41;42;43;82;83;85;86
150,166,9;10;11;38;39;40;41;42;43;85;86
150,167,9;10;11;13;37;38;39;40;41;42;43;85;86
150,180,9;10;11;38;39;40;41;42;43;85;86
151,138,9;10;11;12;13;14;37;38;39;40;41;42;85;86
151,139,8;9;10;11;12;13;14;37;38;39;40;41;42
151,140,10;11;13;14;15;35;36;37;38;39;40;41;42
151,149,10;11;13;14;37;38;39;40;41;42;43;85;86
151,150,9;10;11;13;14;37;38;39;40;41;42;43;85;86
151,152,10;11;13;14;15;35;36;37;38;39;40;41;42
151,153,10;11;13;14;15;35;36;37;38;39;40;41;42
151,166,10;11;13;14;37;38;39;40;41;42;43;85
151,167,10;11;13;14;37;38;39;40;41;42;43
151,168,10;11;13;14;35;37;38;39;40;41;42
152,139,8;9;10;11;12;13;14;15;35;36;37;38;39;40;41
152,140,13;14;15;35;36;37;38;39;40;41
152,141,13;14;15;16;17;35;36;37;38;39;40;41
152,150,9;10;11;13;14;15;35;36;37;38;39;40;41;42;43;85;86
152,151,10;11;13;14;15;35;36;37;38;39;40;41;42
152,153,13;14;15;35;36;37;38;39;40;41
152,167,11;13;14;15;35;36;37;38;39;40;41;42;43
152,168,11;13;14;15;35;36;37;38;39;40;41
153,140,13;14;15;35;36;37;38;39;40
153,141,13;14;15;16;17;35;36;37;38;39;40
153,142,13;14;15;16;30;33;35;36;37;38;39;40
153,151,10;11;13;14;15;35;36;37;38;39;40;41;42
153,152,13;14;15;35;36;37;38;39;40;41
153,168,11;13;14;15;35;36;37;38;39;40;41
155,123,13;14;15;16;18;19;29;30;33;36;37
155,142,13;14;15;16;30;33;35;36;37;38;39
155,143,13;14;15;16;18;29;30;33;36;37;38
155,156,14;15;16;31;33
156,143,13;14;15;16;18;29;30;31;33;36;37;38
156,155,14;15;16;31;33
157,158,66;67;68;69;70
157,159,66;67;68;69;70;71
157,170,64;65;66;67;68;69;70
157,171,65;66;67;68;69;70
157,172,66;67;68;69;70
157,185,65;66;67;68;69;70
158,127,67;68;69;71;72;73;95;96
158,144,67;68;69;71;72;73
158,145,67;68;69;71;72
158,157,66;67;68;69;70
158,159,67;68;69;71
158,160,67;68;69
158,171,65;66;67;68;69;70
158,172,67;68;69;70
158,173,67;68;69
159,128,68;69;71;72;73;96;97;98
159,144,68;69;71;72;73
159,145,68;69;71;72
159,146,68;69;71
159,157,66;67;68;69;70;71
159,158,67;68;69;71
159,160,68;69;71
159,172,67;68;69;70;71
159,173,68;69;71
160,145,68;69;71;72
160,146,69
160,158,67;68;69
160,159,68;69;71
160,173,68;69
161,135,75;76;77;78;79
161,147,76;77;78;79;80
161,162,76;77;78;79;80
161,174,76;77;78;79
162,147,76;77;78;79;80
162,161,76;77;78;79;80
162,174,76;77;78;79;80
162,187,76;77;78;79;80;81;82
163,164,41;42;43;80;81;82;83;84;87;88
163,165,11;40;41;42;43;80;81;82;83;84;85;86;87;88
163,176,43;45;80;81;82;83;84;87;88
163,177,42;43;45;80;81;82;83;84;87;88
163,178,41;42;43;80;81;82;83;84;87;88
163,190,42;43;45;46;80;81;82;83;84;87;88
164,136,9;10;11;41;42;43;81;82;83;85;86;87;88;89
164,148,41;42;43;81;82;83;85;86;87;88;89
164,149,10;11;40;41;42;43;81;82;83;85;86;87
164,163,41;42;43;80;81;82;83;84;87;88
164,165,11;40;41;42;43;81;82;83;85;86;87
164,166,11;38;39;40;41;42;43;81;82;83;85;87
164,177,41;42;43;45;80;81;82;83;87
164,178,41;42;43;81;82;83;87
164,179,40;41;42;43;81;82;83;85;87
164,191,41;42;43;81;82;83;87
165,137,9;10;11;12;40;41;42;43;82;83;85;86;88
165,148,11;40;41;42;43;82;83;85;86;87;88;89
165,149,10;11;40;41;42;43;82;83;85;86
165,150,9;10;11;38;39;40;41;42;43;82;83;85;86
165,163,11;40;41;42;43;80;81;82;83;84;85;86;87;88
165,164,11;40;41;42;43;81;82;83;85;86;87
165,166,11;38;39;40;41;42;43;82;83;85;86
165,167,11;13;37;38;39;40;41;42;43;82;83;85;86
165,178,11;40;41;42;43;81;82;83;85;86
165,179,11;40;41;42;43;82;83;85;86
165,180,11;39;40;41;42;43;82;83;85;86
166,138,9;10;11;12;38;39;40;41;42;43;85;86
166,149,10;11;38;39;40;41;42;43;85;86
166,150,9;10;11;38;39;40;41;42;43;85;86
166,151,10;11;13;14;37;38;39;40;41;42;43;85
166,164,11;38;39;40;41;42;43;81;82;83;85;87
166,165,11;38;39;40;41;42;43;82;83;85;86
166,167,11;13;37;38;39;40;41;42;43;85
166,168,11;13;35;37;38;39;40;41;42;43;85
166,179,11;38;39;40;41;42;43;82;83;85
166,180,11;38;39;40;41;42;43;85
167,139,8;9;10;11;12;13;37;38;39;40;41;42;43
167,150,9;10;11;13;37;38;39;40;41;42;43;85;86
167,151,10;11;13;14;37;38;39;40;41;42;43
167,152,11;13;14;15;35;36;37;38;39;40;41;42;43
167,165,11;13;37;38;39;40;41;42;43;82;83;85;86
167,166,11;13;37;38;39;40;41;42;43;85
167,168,11;13;35;37;38;39;40;41;42;43
167,180,11;13;37;38;39;40;41;42;43
168,140,11;13;14;15;35;36;37;38;39;40;41
168,151,10;11;13;14;35;37;38;39;40;41;42
168,152,11;13;14;15;35;36;37;38;39;40;41
168,153,11;13;14;15;35;36;37;38;39;40;41
168,166,11;13;35;37;38;39;40;41;42;43;85
168,167,11;13;35;37;38;39;40;41;42;43
169,170,64;65;66;67;68;69;70
169,171,64;65;66;67;68;69;70
169,182,61;62;63;64;65;66;67;68;70
169,183,62;63;64;65;66;67;68;70
169,184,64;65;66;67;68;69;70
169,195,62;63;64;65;66;67;68;70
170,157,64;65;66;67;68;69;70
170,169,64;65;66;67;68;69;70
170,171,64;65;66;67;68;69;70
170,172,64;65;66;67;68;69;70
170,183,62;63;64;65;66;67;68;69;70
170,184,64;65;66;67;68;69;70
170,185,64;65;66;67;68;69;70
170,196,64;65;66;67;68;69;70
171,157,65;66;67;68;69;70
171,158,65;66;67;68;69;70
171,169,64;65;66;67;68;69;70
171,170,64;65;66;67;68;69;70
171,172,65;66;67;68;69;70
171,173,65;66;67;68;69;70
171,184,64;65;66;67;68;69;70
171,185,65;66;67;68;69;70
172,144,67;68;69;70;71;72;73
172,157,66;67;68;69;70
172,158,67;68;69;70
172,159,67;68;69;70;71
172,170,64;65;66;67;68;69;70
172,171,65;66;67;68;69;70
172,173,67;68;69;70
172,185,65;66;67;68;69;70
173,145,68;69;71;72
173,158,67;68;69
173,159,68;69;71
173,160,68;69
173,171,65;66;67;68;69;70
173,172,67;68;69;70
174,161,76;77;78;79
174,162,76;77;78;79;80
174,175,76;77;78;79;81;82;83;84
174,176,45;76;77;78;79;81;82;83;84
174,186,76;77;78;79
174,187,76;77;78;79;81;82
174,188,76;77;78;79;81;82
174,197,76;77;78;79;81
175,174,76;77;78;79;81;82;83;84
175,176,45;81;82;83;84
175,177,42;43;45;80;81;82;83;84
175,187,78;79;81;82;83;84
175,188,79;81;82;83;84
175,189,45;81;82;83;84
175,198,81;82;83;84
176,163,43;45;80;81;82;83;84;87;88
176,174,45;76;77;78;79;81;82;83;84
176,175,45;81;82;83;84
176,177,42;43;45;80;81;82;83;84
176,178,41;42;43;45;81;82;83;84
176,188,45;79;81;82;83;84
176,189,45;81;82;83;84
176,190,42;43;45;46;81;82;83;84
176,199,45;46;81;82;83;84
177,163,42;43;45;80;81;82;83;84;87;88
177,164,41;42;43;45;80;81;82;83;87
177,175,42;43;45;80;81;82;83;84
177,176,42;43;45;80;81;82;83;84
177,178,41;42;43;45;80;81;82;83
177,179,40;41;42;43;45;80;81;82;83;85
177,189,42;43;45;80;81;82;83
177,190,42;43;45;46;80;81;82;83
177,191,41;42;43;45;80;81;82;83
177,200,42;43;45;46;47;80;81;82;83
178,148,41;42;43;81;82;83;85;86;87;88;89
178,163,41;42;43;80;81;82;83;84;87;88
178,164,41;42;43;81;82;83;87
178,165,11;40;41;42;43;81;82;83;85;86
178,176,41;42;43;45;81;82;83;84
178,177,41;42;43;45;80;81;82;83
178,179,40;41;42;43;81;82;83;85
178,180,39;40;41;42;43;81;82;83
178,190,41;42;43;45;46;81;82;83
178,191,41;42;43;81;82;83
179,149,10;11;40;41;42;43;82;83;85;86
179,164,40;41;42;43;81;82;83;85;87
179,165,11;40;41;42;43;82;83;85;86
179,166,11;38;39;40;41;42;43;82;83;85
179,177,40;41;42;43;45;80;81;82;83;85
179,178,40;41;42;43;81;82;83;85
179,180,39;40;41;42;43;82;83;85
179,191,40;41;42;43;81;82;83;85
180,150,9;10;11;38;39;40;41;42;43;85;86
180,165,11;39;40;41;42;43;82;83;85;86
180,166,11;38;39;40;41;42;43;85
180,167,11;13;37;38;39;40;41;42;43
180,178,39;40;41;42;43;81;82;83
180,179,39;40;41;42;43;82;83;85
181,182,31;34;61;62;63;64;65;66;67
181,183,31;34;62;63;64;65;66;67;68
181,192,31;34;59;60;61;62;63;64
181,193,31;34;60;61;62;63;64;65
181,194,31;34;61;62;63;64;65;66
181,205,31;34;60;61;62;63;64
182,169,61;62;63;64;65;66;67;68;70
182,181,31;34;61;62;63;64;65;66;67
182,183,61;62;63;64;65;66;67;68
182,184,61;62;63;64;65;66;67;68;69
182,193,34;60;61;62;63;64;65;66;67
182,194,61;62;63;64;65;66;67
182,195,61;62;63;64;65;66;67
182,206,61;62;63;64;65;66;67
183,169,62;63;64;65;66;67;68;70
183,170,62;63;64;65;66;67;68;69;70
183,181,31;34;62;63;64;65;66;67;68
183,182,61;62;63;64;65;66;67;68
183,184,62;63;64;65;66;67;68;69
183,185,62;63;64;65;66;67;68;69
183,194,61;62;63;64;65;66;67;68
183,195,62;63;64;65;66;67;68
183,196,62;63;64;65;66;67;68
184,169,64;65;66;67;68;69;70
184,170,64;65;66;67;68;69;70
184,171,64;65;66;67;68;69;70
184,182,61;62;63;64;65;66;67;68;69
184,183,62;63;64;65;66;67;68;69
184,185,64;65;66;67;68;69
184,195,62;63;64;65;66;67;68;69
184,196,64;65;66;67;68;69
185,157,65;66;67;68;69;70
185,170,64;65;66;67;68;69;70
185,171,65;66;67;68;69;70
185,172,65;66;67;68;69;70
185,183,62;63;64;65;66;67;68;69
185,184,64;65;66;67;68;69
185,196,64;65;66;67;68;69
186,174,76;77;78;79
186,187,78;79;81;82
186,188,78;79;81;82
186,197,78;79;81
187,162,76;77;78;79;80;81;82
187,174,76;77;78;79;81;82
187,175,78;79;81;82;83;84
187,186,78;79;81;82
187,188,78;79;81;82
187,189,45;78;79;81;82;83
187,197,78;79;81;82
187,198,78;79;81;82
188,174,76;77;78;79;81;82
188,175,79;81;82;83;84
188,176,45;79;81;82;83;84
188,186,78;79;81;82
188,187,78;79;81;82
188,189,45;79;81;82;83
188,190,42;43;45;46;79;81;82;83
188,197,79;81;82
188,198,79;81;82
188,199,45;46;79;81;82
189,175,45;81;82;83;84
189,176,45;81;82;83;84
189,177,42;43;45;80;81;82;83
189,187,45;78;79;81;82;83
189,188,45;79;81;82;83
189,190,42;43;45;46;81;82;83
189,191,41;42;43;45;81;82;83
189,198,45;81;82;83
189,199,45;46;81;82;83
189,200,45;46;47;81;82;83
190,163,42;43;45;46;80;81;82;83;84;87;88
190,176,42;43;45;46;81;82;83;84
190,177,42;43;45;46;80;81;82;83
190,178,41;42;43;45;46;81;82;83
190,188,42;43;45;46;79;81;82;83
190,189,42;43;45;46;81;82;83
190,191,41;42;43;45;46;81;82;83
190,199,42;43;45;46;81;82;83
190,200,42;43;45;46;47;81;82;83
190,201,42;43;44;45;46;47;48;81;82;83
190,207,42;43;44;45;46;47;48;81;82;83
191,164,41;42;43;81;82;83;87
191,177,41;42;43;45;80;81;82;83
191,178,41;42;43;81;82;83
191,179,40;41;42;43;81;82;83;85
191,189,41;42;43;45;81;82;83
191,190,41;42;43;45;46;81;82;83
191,200,41;42;43;45;46;47;81;82;83
192,181,31;34;59;60;61;62;63;64
192,193,34;59;60;61;62;63;64;65
192,194,34;59;60;61;62;63;64;65;66
192,203,34;55;57;58;59;60;61;62;63;64
192,204,34;58;59;60;61;62;63;64
192,205,34;59;60;61;62;63;64
192,213,34;58;59;60;61;62;63;64
193,181,31;34;60;61;62;63;64;65
193,182,34;60;61;62;63;64;65;66;67
193,192,34;59;60;61;62;63;64;65
193,194,34;60;61;62;63;64;65;66
193,195,34;60;61;62;63;64;65;66;67
193,204,34;58;59;60;61;62;63;64;65
193,205,34;60;61;62;63;64;65
193,206,34;60;61;62;63;64;65
194,181,31;34;61;62;63;64;65;66
194,182,61;62;63;64;65;66;67
194,183,61;62;63;64;65;66;67;68
194,192,34;59;60;61;62;63;64;65;66
194,193,34;60;61;62;63;64;65;66
194,195,61;62;63;64;65;66;67
194,196,61;62;63;64;65;66;67
194,205,60;61;62;63;64;65;66
194,206,61;62;63;64;65;66
195,169,62;63;64;65;66;67;68;70
195,182,61;62;63;64;65;66;67
195,183,62;63;64;65;66;67;68
195,184,62;63;64;65;66;67;68;69
195,193,34;60;61;62;63;64;65;66;67
195,194,61;62;63;64;65;66;67
195,196,62;63;64;65;66;67
195,206,61;62;63;64;65;66;67
196,170,64;65;66;67;68;69;70
196,183,62;63;64;65;66;67;68
196,184,64;65;66;67;68;69
196,185,64;65;66;67;68;69
196,194,61;62;63;64;65;66;67
196,195,62;63;64;65;66;67
197,174,76;77;78;79;81
197,186,78;79;81
197,187,78;79;81;82
197,188,79;81;82
197,198,81
197,199,45;46;81;82
198,175,81;82;83;84
198,187,78;79;81;82
198,188,79;81;82
198,189,45;81;82;83
198,197,81
198,199,45;46;81;82
198,200,45;46;47;81;82
